site_code,site_name,site_type,site_type_name,start_date,end_date,config_id,rkm,rkm_total,geometry,sthd_DPS,sthd_MPG,sthd_POP_NAME,sthd_TRT_POPID,sthd_GSI_Group
0HR,Henrys Instream Array,INT,Instream Remote Detection System,2022-07-26T00:00:00Z,NA,100,522.303.416.047,1288,"c(-113.624685, 44.896901)",Snake River Basin Steelhead DPS,Salmon River,Lemhi River,SRLEM-s,UPSALM
18M,Eighteenmile Creek,INT,Instream Remote Detection System,2014-05-01T00:00:00Z,2015-11-26T00:00:00Z,100,522.303.416.092.001,1334,"c(-113.35366, 44.682795)",Snake River Basin Steelhead DPS,Salmon River,Lemhi River,SRLEM-s,UPSALM
ACB,Asotin Cr. at Cloverland Brdg.,INT,Instream Remote Detection System,2009-07-30T00:00:00Z,2017-09-15T00:00:00Z,100,522.234.005,761,"c(-117.108679, 46.325584)",Snake River Basin Steelhead DPS,Lower Snake,Asotin Creek,SNASO-s,LSNAKE
ACM,Asotin Creek near mouth,INT,Instream Remote Detection System,2011-08-01T00:00:00Z,2012-08-30T00:00:00Z,100,522.234.001,757,"c(-117.055707, 46.341368)",Snake River Basin Steelhead DPS,Lower Snake,Asotin Creek,SNASO-s,LSNAKE
AFC,No./So. Fk Asotin Cr. Jct. ISA,INT,Instream Remote Detection System,2009-07-30T00:00:00Z,2018-10-26T00:00:00Z,100,522.234.025,781,"c(-117.292147, 46.272487)",Snake River Basin Steelhead DPS,Lower Snake,Asotin Creek,SNASO-s,LSNAKE
AGC,"Agency Creek, Lemhi R. Basin",INT,Instream Remote Detection System,2013-10-21T00:00:00Z,2016-11-06T12:00:00Z,100,522.303.416.039.001,1281,"c(-113.639543, 44.956739)",Snake River Basin Steelhead DPS,Salmon River,Lemhi River,SRLEM-s,UPSALM
BBA,Big Bear Creek Array,INT,Instream Remote Detection System,2018-03-02T00:00:00Z,2021-02-01T12:00:00Z,100,522.224.024.023.002,795,"c(-116.650795, 46.627882)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
BHC,Bohannon Creek Lemhi R Basin,INT,Instream Remote Detection System,2011-10-06T16:15:06Z,2013-10-16T00:00:00Z,100,522.303.416.017.001,1259,"c(-113.746897, 45.112189)",Snake River Basin Steelhead DPS,Salmon River,Lemhi River,SRLEM-s,UPSALM
BRC,Bear Valley Adult Video Weir,INT,Instream Remote Detection System,2012-06-28T00:00:00Z,NA,100,522.303.319.170.006,1320,"c(-115.284171, 44.427939)",Snake River Basin Steelhead DPS,Salmon River,Middle Fork Salmon River upper mainstem,MFUMA-s,MFSALM
BSC,Big Sheep Creek ISA at km 6,INT,Instream Remote Detection System,2010-10-01T00:00:00Z,NA,100,522.308.032.006,868,"c(-116.850735, 45.506482)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
BTC,Big Timber Creek,INT,Instream Remote Detection System,2010-01-20T00:00:00Z,2013-10-15T11:31:00Z,100,522.303.416.089.001,1331,"c(-113.37041, 44.68811)",Snake River Basin Steelhead DPS,Salmon River,Lemhi River,SRLEM-s,UPSALM
BTL,"Lower Big Timber, Lemhi Basin",INT,Instream Remote Detection System,2013-10-16T00:00:00Z,2016-10-19T00:00:00Z,100,522.303.416.089.001,1331,"c(-113.374118, 44.697568)",Snake River Basin Steelhead DPS,Salmon River,Lemhi River,SRLEM-s,UPSALM
BTM,Big Timber Creek - Middle,INT,Instream Remote Detection System,2015-03-19T00:00:00Z,2018-05-18T00:00:00Z,100,522.303.416.089.005,1335,"c(-113.377624, 44.660444)",Snake River Basin Steelhead DPS,Salmon River,Lemhi River,SRLEM-s,UPSALM
BTU,Big Timber Creek - Upper,INT,Instream Remote Detection System,2015-08-18T00:00:00Z,2015-10-15T13:30:00Z,100,522.303.416.089.011,1341,"c(-113.397036, 44.61386)",Snake River Basin Steelhead DPS,Salmon River,Lemhi River,SRLEM-s,UPSALM
CAC,Canyon Creek ISA @ km 1,INT,Instream Remote Detection System,2010-11-01T00:00:00Z,2017-11-17T11:00:00Z,100,522.303.416.090.001,1332,"c(-113.365281, 44.69109)",Snake River Basin Steelhead DPS,Salmon River,Lemhi River,SRLEM-s,UPSALM
CCA,Lower Charley Creek ISA,INT,Instream Remote Detection System,2009-08-07T00:00:00Z,2010-04-11T00:00:00Z,80,522.234.022.001,779,"c(-117.282497, 46.288458)",Snake River Basin Steelhead DPS,Lower Snake,Asotin Creek,SNASO-s,LSNAKE
CCU,Catherine Creek at Union,INT,Instream Remote Detection System,2018-12-19T00:00:00Z,NA,100,522.271.232.025,1050,"c(-117.900689, 45.215252)",Snake River Basin Steelhead DPS,Grande Ronde River,Grande Ronde River upper mainstem,GRUMA-s,GRROND
CCW,Catherine Creek Ladder/Weir,INT,Adult Fishway,2015-03-02T00:00:00Z,2022-04-20T04:30:00Z,100,522.271.232.032,1057,"c(-117.828617, 45.190964)",Snake River Basin Steelhead DPS,Grande Ronde River,Grande Ronde River upper mainstem,GRUMA-s,GRROND
CEY,Cearley Creek Side Channel,INT,Instream Remote Detection System,2016-01-01T00:00:00Z,2018-11-20T18:00:00Z,100,522.303.591.009,1425,"c(-114.72164, 44.339059)",Snake River Basin Steelhead DPS,Salmon River,Salmon River upper mainstem,SRUMA-s,UPSALM
CLC,Clear Creek near Kooskia NFH,INT,Instream Remote Detection System,2015-02-11T00:00:00Z,2018-07-23T12:00:00Z,100,522.224.120.004.001,871,"c(-115.950184, 46.132739)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
CMP,Camp Creek at rkm 2 - Imnaha,INT,Instream Remote Detection System,2013-02-15T00:00:00Z,NA,100,522.308.032.002.002,866,"c(-116.872927, 45.554828)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
COC,Cow Creek ISA @ stream mouth,INT,Instream Remote Detection System,2011-01-01T00:00:00Z,NA,100,522.308.006.001,837,"c(-116.744037, 45.76774)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
CRA,Crooked River Array,INT,Instream Remote Detection System,2021-10-07T00:00:00Z,NA,100,522.224.120.094.000,960,"c(-115.52766, 45.821493)",Snake River Basin Steelhead DPS,Clearwater River,South Fork Clearwater River,CRSFC-s,SFCLWR
CRC,"Carmen Creek, Salmon R. Basin",INT,Instream Remote Detection System,2013-10-21T00:00:00Z,2018-03-01T12:00:00Z,100,522.303.408.001,1234,"c(-113.893466, 45.246485)",Snake River Basin Steelhead DPS,Salmon River,Lemhi River,SRLEM-s,UPSALM
CRT,Crooked River Satellite Fac.,INT,Hatchery Returns,2012-01-05T00:00:00Z,2013-09-06T15:00:00Z,100,522.224.120.094.001,961,"c(-115.527782, 45.820931)",Snake River Basin Steelhead DPS,Clearwater River,South Fork Clearwater River,CRSFC-s,SFCLWR
CZY,Crazyman Creek at 0.6 km,INT,Instream Remote Detection System,2013-11-08T00:00:00Z,NA,100,522.308.080.001,911,"c(-116.84478, 45.2293)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
DWL,Dworshak NFH adult trap,INT,Hatchery Returns,2010-02-01T00:00:00Z,NA,100,522.224.065,811,"c(-116.324263, 46.502652)",Snake River Basin Steelhead DPS,Clearwater River,North Fork Clearwater River,CRNFC-s,UPCLWR
EPR,East Fork Potlatch Array,INT,Instream Remote Detection System,2019-10-25T00:00:00Z,NA,100,522.224.024.065.003,838,"c(-116.41088, 46.795091)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
ESS,EFSF Salmon River at Parks Cr.,INT,Instream Remote Detection System,2009-03-01T00:00:00Z,NA,100,522.303.215.060.021,1121,"c(-115.53315, 44.956205)",Snake River Basin Steelhead DPS,Salmon River,South Fork Salmon River,SFMAI-s,SFSALM
EVL,Eagle Valley Ranch - Lower,INT,Instream Remote Detection System,2019-08-05T00:00:00Z,NA,100,522.303.416.016,1257,"c(-113.774021, 45.115074)",Snake River Basin Steelhead DPS,Salmon River,Lemhi River,SRLEM-s,UPSALM
EVU,Eagle Valley Ranch - Upper,INT,Instream Remote Detection System,2019-07-18T00:00:00Z,NA,100,522.303.416.020,1261,"c(-113.726042, 45.100087)",Snake River Basin Steelhead DPS,Salmon River,Lemhi River,SRLEM-s,UPSALM
GCM,Grouse Creek Mouth,INT,Instream Remote Detection System,2020-03-18T00:00:00Z,NA,100,522.308.066.000,896,"c(-116.806641, 45.328017)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
HEC,Hawley Cr/18 Mile Cr Array,INT,Instream Remote Detection System,2013-10-12T00:00:00Z,2015-12-12T00:00:00Z,100,522.303.416.092.004.001,1338,"c(-113.31155, 44.668594)",Snake River Basin Steelhead DPS,Salmon River,Lemhi River,SRLEM-s,UPSALM
HLM,Potlatch River near Helmer,INT,Instream Remote Detection System,2009-09-01T00:00:00Z,2013-10-08T00:00:00Z,100,522.224.024.066,836,"c(-116.428412, 46.799006)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
HYC,Hayden Creek In-stream Array,INT,Instream Remote Detection System,2009-08-01T00:00:00Z,2011-09-13T11:00:00Z,100,522.303.416.049.001,1291,"c(-113.631937, 44.861654)",Snake River Basin Steelhead DPS,Salmon River,Lemhi River,SRLEM-s,UPSALM
IML,Imnaha River Weir Adult Ladder,INT,Adult Fishway,2015-05-18T00:00:00Z,2015-05-27T00:00:00Z,100,522.308.084,914,"c(-116.868663, 45.194276)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
IR1,Lower Imnaha River ISA @ km 7,INT,Instream Remote Detection System,2010-12-01T00:00:00Z,NA,100,522.308.007,837,"c(-116.750231, 45.761052)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
IR2,Lower Imnaha River ISA @ km 10,INT,Instream Remote Detection System,2010-11-01T00:00:00Z,NA,100,522.308.010,840,"c(-116.764304, 45.742702)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
IR3,Upper Imnaha River ISA @ km 41,INT,Instream Remote Detection System,2011-02-01T00:00:00Z,NA,100,522.308.041,871,"c(-116.804096, 45.489957)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
IR4,Imnaha Weir Downstream Array,INT,Instream Remote Detection System,2016-08-18T00:00:00Z,NA,100,522.308.084,914,"c(-116.868774, 45.19446)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
IR5,Imnaha Weir Upstream Array,INT,Instream Remote Detection System,2016-08-18T00:00:00Z,NA,100,522.308.084,914,"c(-116.868593, 45.193188)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
JA1,Jacks Creek Seasonal IPTDS,INT,Instream Remote Detection System,2021-01-01T00:00:00Z,NA,100,522.224.047.001,794,"c(-116.549759, 46.503864)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
JOC,Joseph Creek ISA @ km 3,INT,Instream Remote Detection System,2010-10-01T00:00:00Z,2014-09-30T17:00:00Z,100,522.271.007.003,803,"c(-117.016408, 46.030237)",Snake River Basin Steelhead DPS,Grande Ronde River,Joseph Creek,GRJOS-s,GRROND
JUL,Potlatch River near Juliaetta,INT,Instream Remote Detection System,2008-10-02T00:00:00Z,2011-10-05T00:00:00Z,100,522.224.024.014,784,"c(-116.709318, 46.565323)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
KEN,Kenney Creek In-stream Arrays,INT,Instream Remote Detection System,2010-06-01T00:00:00Z,2015-09-03T00:00:00Z,100,522.303.416.029.000,1270,"c(-113.654847, 45.026792)",Snake River Basin Steelhead DPS,Salmon River,Lemhi River,SRLEM-s,UPSALM
KHS,Big Bear Cr. @ Kendrick HS,INT,Instream Remote Detection System,2007-12-01T00:00:00Z,2008-10-22T11:20:25Z,100,522.224.024.023.000,793,"c(-116.646846, 46.619115)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
KRS,SF Salmon River at Krassel Cr.,INT,Instream Remote Detection System,2008-01-22T00:00:00Z,2010-09-27T05:55:55Z,100,522.303.215.065,1105,"c(-115.726994, 44.978472)",Snake River Basin Steelhead DPS,Salmon River,South Fork Salmon River,SFMAI-s,SFSALM
LAP,"Lapwai Creek, near its mouth",INT,Instream Remote Detection System,2008-10-01T00:00:00Z,2011-01-01T00:00:00Z,100,522.224.019.001,766,"c(-116.812535, 46.443273)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
LAW,Lawyer Creek Seasonal IPTDS,INT,Instream Remote Detection System,2023-01-27T00:00:00Z,NA,100,522.224.109.001,856,"c(-116.028985, 46.218469)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
LB8,Big Eightmile Creek,INT,Instream Remote Detection System,2015-07-06T00:00:00Z,2018-03-21T12:00:00Z,100,522.303.416.073.001,1315,"c(-113.462458, 44.738218)",Snake River Basin Steelhead DPS,Salmon River,Lemhi River,SRLEM-s,UPSALM
LBS,Big Springs Creek,INT,Instream Remote Detection System,2014-04-01T00:00:00Z,2017-05-03T08:00:00Z,100,522.303.416.077.001,1319,"c(-113.433214, 44.727349)",Snake River Basin Steelhead DPS,Salmon River,Lemhi River,SRLEM-s,UPSALM
LC1,Lower Lolo Creek at rkm 21,INT,Instream Remote Detection System,2011-11-01T00:00:00Z,NA,100,522.224.087.021,854,"c(-115.97616, 46.29436)",Snake River Basin Steelhead DPS,Clearwater River,Lolo Creek,CRLOL-s,SFCLWR
LC2,Upper Lolo Creek at rkm 25,INT,Instream Remote Detection System,2011-11-01T00:00:00Z,NA,100,522.224.087.025,858,"c(-115.933747, 46.290498)",Snake River Basin Steelhead DPS,Clearwater River,Lolo Creek,CRLOL-s,SFCLWR
LCL,"Lee Creek, Lemhi R. Basin",INT,Instream Remote Detection System,2013-12-21T00:00:00Z,2016-10-19T00:00:00Z,100,522.303.416.079.001,1321,"c(-113.474641, 44.747074)",Snake River Basin Steelhead DPS,Salmon River,Lemhi River,SRLEM-s,UPSALM
LLR,Lower Lemhi River,INT,Instream Remote Detection System,2009-08-01T00:00:00Z,2011-09-12T00:00:00Z,100,522.303.416.001,1242,"c(-113.885278, 45.176475)",Snake River Basin Steelhead DPS,Salmon River,Lemhi River,SRLEM-s,UPSALM
LLS,Lemhi Little Springs Instream,INT,Instream Remote Detection System,2011-06-14T00:00:00Z,2018-09-26T09:00:00Z,100,522.303.416.066.000,1307,"c(-113.545027, 44.780552)",Snake River Basin Steelhead DPS,Salmon River,Lemhi River,SRLEM-s,UPSALM
LRL,Lower Lochsa River Array Site,INT,Instream Remote Detection System,2016-10-10T00:00:00Z,NA,100,522.224.120.037.001,904,"c(-115.596497, 46.145727)",Snake River Basin Steelhead DPS,Clearwater River,Lochsa River,CRLOC-s,UPCLWR
LRU,Lochsa River Upper Site,INT,Instream Remote Detection System,2017-12-05T00:00:00Z,NA,100,522.224.120.037.003,906,"c(-115.589663, 46.163821)",Snake River Basin Steelhead DPS,Clearwater River,Lochsa River,CRLOC-s,UPCLWR
LRW,Lemhi River Weir,INT,Instream Remote Detection System,2009-08-01T00:00:00Z,2011-09-14T00:00:00Z,100,522.303.416.050,1291,"c(-113.624721, 44.86596)",Snake River Basin Steelhead DPS,Salmon River,Lemhi River,SRLEM-s,UPSALM
LSC,Little Sheep Cr Seasonal IPTDS,INT,Instream Remote Detection System,2023-03-07T00:00:00Z,NA,100,522.308.032.005.001,868,"c(-116.868479, 45.516983)",Snake River Basin Steelhead DPS,Imnaha River,Imnaha River,IRMAI-s,IMNAHA
LTR,Lower Tucannon River,INT,Instream Remote Detection System,2005-10-13T00:00:00Z,2007-11-20T00:00:00Z,100,522.100.003,625,"c(-118.162901, 46.544192)",Snake River Basin Steelhead DPS,Lower Snake,Tucannon River,SNTUC-s,LSNAKE
MAR,Marsh Cr at Lola Cr Campground,INT,Instream Remote Detection System,2019-10-17T00:00:00Z,NA,100,522.303.319.170.008,1322,"c(-115.179841, 44.408689)",Snake River Basin Steelhead DPS,Salmon River,Middle Fork Salmon River upper mainstem,MFUMA-s,MFSALM
MIS,Mission Creek,INT,Instream Remote Detection System,2010-12-23T00:00:00Z,2019-04-09T00:00:00Z,100,522.224.019.016.001,782,"c(-116.735597, 46.367062)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
MR1,Minam River at river km 0.5,INT,Instream Remote Detection System,2020-02-20T00:00:00Z,NA,100,522.271.131.016.001,941,"c(-117.72657, 45.619623)",Snake River Basin Steelhead DPS,Grande Ronde River,Wallowa River,GRWAL-s,GRROND
MTR,Middle Tucannon River,INT,Instream Remote Detection System,2011-09-23T00:00:00Z,2015-10-08T00:00:00Z,100,522.100.019,641,"c(-118.016274, 46.505239)",Snake River Basin Steelhead DPS,Lower Snake,Tucannon River,SNTUC-s,LSNAKE
NFS,North Fork Salmon River,INT,Instream Remote Detection System,2015-11-18T00:00:00Z,NA,100,522.303.381.002,1208,"c(-113.994089, 45.417558)",Snake River Basin Steelhead DPS,Salmon River,North Fork Salmon River,SRNFS-s,UPSALM
PCA,Panther Creek Array,INT,Instream Remote Detection System,2017-07-27T00:00:00Z,NA,100,522.303.338.005,1168,"c(-114.358101, 45.295253)",Snake River Basin Steelhead DPS,Salmon River,Panther Creek,SRPAN-s,UPSALM
PCM,"Pine Creek Mouth, Potlatch R.",INT,Instream Remote Detection System,2015-10-01T00:00:00Z,NA,100,522.224.024.028.001,799,"c(-116.596836, 46.630673)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
RFL,Redfish Lake Creek,INT,Instream Remote Detection System,2018-04-01T00:00:00Z,NA,100,522.303.615.001,1441,"c(-114.905043, 44.164727)",Snake River Basin Steelhead DPS,Salmon River,Salmon River upper mainstem,SRUMA-s,UPSALM
RRT,Red River Satellite Facility,INT,Hatchery Returns,2012-01-05T00:00:00Z,2013-07-02T18:00:00Z,100,522.224.120.101.027,994,"c(-115.347147, 45.711179)",Snake River Basin Steelhead DPS,Clearwater River,South Fork Clearwater River,CRSFC-s,SFCLWR
SC1,Lower SF Clearwater R at rkm 1,INT,Instream Remote Detection System,2011-08-18T00:00:00Z,2019-09-18T00:00:00Z,100,522.224.120.001,867,"c(-115.981313, 46.137022)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
SC2,Lower SF Clearwater R at rkm 2,INT,Instream Remote Detection System,2011-09-19T00:00:00Z,NA,100,522.224.120.002,868,"c(-115.97776, 46.127209)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
SC3,South Fork Clearwater Site 3,INT,Instream Remote Detection System,2021-08-23T00:00:00Z,NA,100,522.224.120.060,926,"c(-115.815972, 45.814145)",Snake River Basin Steelhead DPS,Clearwater River,South Fork Clearwater River,CRSFC-s,SFCLWR
SC4,South Fork Clearwater Site 4,INT,Instream Remote Detection System,2021-08-23T00:00:00Z,NA,100,522.224.120.081,947,"c(-115.6341, 45.8235)",Snake River Basin Steelhead DPS,Clearwater River,South Fork Clearwater River,CRSFC-s,SFCLWR
SFG,SF Salmon at Guard Station Br.,INT,Instream Remote Detection System,2009-03-01T00:00:00Z,2023-09-15T00:00:00Z,100,522.303.215.030,1070,"c(-115.579712, 45.175659)",Snake River Basin Steelhead DPS,Salmon River,South Fork Salmon River,SFMAI-s,SFSALM
SIX,Sixmile Creek Seasonal IPTDS,INT,Instream Remote Detection System,2023-02-08T00:00:00Z,NA,100,522.224.096.001,843,"c(-116.133507, 46.301448)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
STL,Sawtooth Hatchery Adult Trap,INT,Hatchery Returns,2009-12-01T00:00:00Z,2018-08-05T00:00:00Z,100,522.303.617.000,1442,"c(-114.883772, 44.153369)",Snake River Basin Steelhead DPS,Salmon River,Salmon River upper mainstem,SRUMA-s,UPSALM
STR,SF Salmon Satellite Facility,INT,Hatchery Returns,2009-06-01T00:00:00Z,2019-07-24T00:00:00Z,100,522.303.215.115,1155,"c(-115.702953, 44.666874)",Snake River Basin Steelhead DPS,Salmon River,South Fork Salmon River,SFMAI-s,SFSALM
SW1,Lower Selway River Array,INT,Instream Remote Detection System,2016-11-01T00:00:00Z,NA,100,522.224.120.037.005,908,"c(-115.565886, 46.110318)",Snake River Basin Steelhead DPS,Clearwater River,Selway River,CRSEL-s,UPCLWR
SW2,Upper Selway River Array,INT,Instream Remote Detection System,2017-09-11T00:00:00Z,NA,100,522.224.120.037.013,916,"c(-115.515533, 46.085934)",Snake River Basin Steelhead DPS,Clearwater River,Selway River,CRSEL-s,UPCLWR
SWT,Sweetwater Cr. near its mouth,INT,Instream Remote Detection System,2008-08-01T00:00:00Z,2011-01-01T00:00:00Z,100,522.224.019.010.001,776,"c(-116.795757, 46.369217)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
TAY,Big Creek at Taylor Ranch,INT,Instream Remote Detection System,2006-07-01T00:00:00Z,2017-10-10T00:00:00Z,100,522.303.319.029.011,1184,"c(-114.853817, 45.103532)",Snake River Basin Steelhead DPS,Salmon River,"Big, Camas, and Loon Creek",MFBIG-s,MFSALM
TFH,Tucannon Fish Hatchery,INT,Instream Remote Detection System,2012-02-04T00:00:00Z,2016-12-01T00:00:00Z,100,522.100.059,681,"c(-117.657161, 46.309627)",Snake River Basin Steelhead DPS,Lower Snake,Tucannon River,SNTUC-s,LSNAKE
TPJ,Tucannon at Panjab Creek,INT,Instream Remote Detection System,2018-09-10T00:00:00Z,NA,100,522.100.078,700,"c(-117.706176, 46.204596)",Snake River Basin Steelhead DPS,Lower Snake,Tucannon River,SNTUC-s,LSNAKE
UGR,Upper Grande Ronde at rkm 155,INT,Instream Remote Detection System,2012-10-18T00:00:00Z,NA,100,522.271.155,948,"c(-117.903379, 45.59352)",Snake River Basin Steelhead DPS,Grande Ronde River,Grande Ronde River upper mainstem,GRUMA-s,GRROND
UGS,Upper Grande Ronde Starkey,INT,Instream Remote Detection System,2017-11-03T00:00:00Z,2022-04-14T17:50:00Z,100,522.271.291,1084,"c(-118.388958, 45.248955)",Snake River Basin Steelhead DPS,Grande Ronde River,Grande Ronde River upper mainstem,GRUMA-s,GRROND
USE,Upper Salmon River at rkm 437,INT,Instream Remote Detection System,2012-09-12T00:00:00Z,NA,100,522.303.437,1262,"c(-113.916319, 45.02853)",Snake River Basin Steelhead DPS,Salmon River,Pahsimeroi River,SRPAH-s,UPSALM
USI,Upper Salmon River at rkm 460,INT,Instream Remote Detection System,2012-08-30T00:00:00Z,NA,100,522.303.460,1285,"c(-113.964145, 44.889763)",Snake River Basin Steelhead DPS,Salmon River,Pahsimeroi River,SRPAH-s,UPSALM
UTR,Upper Tucannon River,INT,Instream Remote Detection System,2011-10-19T00:00:00Z,2017-03-17T00:00:00Z,100,522.100.053,675,"c(-117.738342, 46.415922)",Snake River Basin Steelhead DPS,Lower Snake,Tucannon River,SNTUC-s,LSNAKE
VC1,"Valley Creek, Upstream Site",INT,Instream Remote Detection System,2002-07-10T08:25:39Z,2007-09-06T00:00:00Z,100,522.303.609.002,1436,"c(-114.94215, 44.218672)",Snake River Basin Steelhead DPS,Salmon River,Salmon River upper mainstem,SRUMA-s,UPSALM
VC2,"Valley Creek, Downstream Site",INT,Instream Remote Detection System,2002-07-10T08:25:42Z,2007-09-06T00:00:00Z,100,522.303.609.001,1435,"c(-114.93146, 44.2219)",Snake River Basin Steelhead DPS,Salmon River,Salmon River upper mainstem,SRUMA-s,UPSALM
WB1,White Bird Cr Seasonal IPTDS,INT,Instream Remote Detection System,2021-01-14T00:00:00Z,NA,100,522.303.086.002,913,"c(-116.306603, 45.758183)",Snake River Basin Steelhead DPS,Salmon River,Little Salmon and Rapid River,SRLSR-s,LOSALM
WEB,Webb Creek,INT,Instream Remote Detection System,2010-11-17T00:00:00Z,2022-09-09T00:00:00Z,100,522.224.019.010.006.001,782,"c(-116.831974, 46.325992)",Snake River Basin Steelhead DPS,Clearwater River,Clearwater River lower mainstem,CRLMA-s,LOCLWR
WEN,Wenaha River Mouth,INT,Instream Remote Detection System,2018-09-27T00:00:00Z,2022-09-20T00:00:00Z,100,522.271.073.001,867,"c(-117.454124, 45.946151)",Snake River Basin Steelhead DPS,Grande Ronde River,Grande Ronde River lower mainstem tributaries,GRLMT-s,GRROND
WPC,"Wimpey Creek, Lemhi R. Basin",INT,Instream Remote Detection System,2013-10-09T00:00:00Z,2017-09-01T00:00:00Z,100,522.303.416.020.001,1262,"c(-113.720497, 45.097938)",Snake River Basin Steelhead DPS,Salmon River,Lemhi River,SRLEM-s,UPSALM
WR1,Wallowa River at river km 14,INT,Instream Remote Detection System,2013-08-16T00:00:00Z,NA,100,522.271.131.014,938,"c(-117.733757, 45.633679)",Snake River Basin Steelhead DPS,Grande Ronde River,Wallowa River,GRWAL-s,GRROND
WR2,Wallowa River at rkm 32,INT,Instream Remote Detection System,2018-08-02T12:00:00Z,2022-10-15T00:00:00Z,100,522.271.131.032,956,"c(-117.579223, 45.594466)",Snake River Basin Steelhead DPS,Grande Ronde River,Wallowa River,GRWAL-s,GRROND
YFK,Yankee Fork Salmon River,INT,Instream Remote Detection System,2012-03-29T00:00:00Z,NA,100,522.303.591.003,1419,"c(-114.720453, 44.287737)",Snake River Basin Steelhead DPS,Salmon River,Salmon River upper mainstem,SRUMA-s,UPSALM
YPP,Yellow Pine Pit Lake,INT,Instream Remote Detection System,2017-08-31T00:00:00Z,NA,100,522.303.215.060.042,1142,"c(-115.333883, 44.928995)",Snake River Basin Steelhead DPS,Salmon River,South Fork Salmon River,SFMAI-s,SFSALM
ZEN,Secesh River at Zena Cr. Ranch,INT,Instream Remote Detection System,2009-03-01T00:00:00Z,2012-04-12T00:00:00Z,100,522.303.215.059.003,1102,"c(-115.73302, 45.0333)",Snake River Basin Steelhead DPS,Salmon River,Secesh River,SFSEC-s,SFSALM
ALPOWC,"Alpowa Creek, lower Snake River",MRR,NA,NA,NA,0,522.205,727,"c(-117.398266, 46.402354)",Snake River Basin Steelhead DPS,Lower Snake,Asotin Creek,SNASO-s,LSNAKE
ASOTIC,"Asotin Creek, Snake River above Clarkston, WA",MRR,NA,NA,NA,0,522.234,756,"c(-117.181953, 46.330643)",Snake River Basin Steelhead DPS,Lower Snake,Asotin Creek,SNASO-s,LSNAKE
BCANF,Big Canyon Facility,MRR,NA,NA,NA,0,522.271.131.018.001,943,"c(-117.698633, 45.61904)",Snake River Basin Steelhead DPS,Grande Ronde River,Wallowa River,GRWAL-s,GRROND
BEARVC,Bear Valley Creek,MRR,NA,NA,NA,0,522.303.319.170,1314,"c(-115.396117, 44.374211)",Snake River Basin Steelhead DPS,Salmon River,Middle Fork Salmon River upper mainstem,MFUMA-s,MFSALM
BIG2C,"Big Creek, Middle Fork Salmon River",MRR,NA,NA,NA,0,522.303.319.029,1173,"c(-115.12014, 45.157759)",Snake River Basin Steelhead DPS,Salmon River,"Big, Camas, and Loon Creek",MFBIG-s,MFSALM
