site_code,site_name,site_type,site_type_name,start_date,end_date,config_id,rkm,rkm_total,geometry,sthd_DPS,sthd_MPG,sthd_POP_NAME,sthd_TRT_POPID,sthd_GSI_Group
DRM,Bakeoven Ck Deschutes Trib,INT,Instream Remote Detection System,2012-04-05T00:00:00Z,NA,100,328.083.001,412,"c(-121.072549, 45.172741)",NA,NA,NA,NA,NA
DRM,Deschutes River mouth,INT,Instream Remote Detection System,2013-03-13T00:00:00Z,2019-08-09T00:00:00Z,100,328.001,329,"c(-120.912483, 45.631808)",NA,NA,NA,NA,NA
DRM,Deschutes River mouth,INT,Instream Remote Detection System,2013-03-13T00:00:00Z,2019-08-09T00:00:00Z,100,328.001,329,"c(-120.912483, 45.631808)",NA,NA,NA,NA,NA
DRM,Deschutes River mouth,INT,Instream Remote Detection System,2013-03-13T00:00:00Z,2019-08-09T00:00:00Z,100,328.001,329,"c(-120.912483, 45.631808)",NA,NA,NA,NA,NA
DRM,Deschutes River mouth,INT,Instream Remote Detection System,2013-03-13T00:00:00Z,2019-08-09T00:00:00Z,100,328.001,329,"c(-120.912483, 45.631808)",NA,NA,NA,NA,NA
DRM,Deschutes River mouth,INT,Instream Remote Detection System,2013-03-13T00:00:00Z,2019-08-09T00:00:00Z,100,328.001,329,"c(-120.912483, 45.631808)",NA,NA,NA,NA,NA
DRM,Deschutes River mouth,INT,Instream Remote Detection System,2013-03-13T00:00:00Z,2019-08-09T00:00:00Z,100,328.001,329,"c(-120.912483, 45.631808)",NA,NA,NA,NA,NA
DRM,Deschutes River mouth,INT,Instream Remote Detection System,2013-03-13T00:00:00Z,2019-08-09T00:00:00Z,100,328.001,329,"c(-120.912483, 45.631808)",NA,NA,NA,NA,NA
DRM,Deschutes River mouth,INT,Instream Remote Detection System,2013-03-13T00:00:00Z,2019-08-09T00:00:00Z,100,328.001,329,"c(-120.912483, 45.631808)",NA,NA,NA,NA,NA
DRM,Deschutes River mouth,INT,Instream Remote Detection System,2013-03-13T00:00:00Z,2019-08-09T00:00:00Z,100,328.001,329,"c(-120.912483, 45.631808)",NA,NA,NA,NA,NA
DRM,Deschutes River mouth,INT,Instream Remote Detection System,2013-03-13T00:00:00Z,2019-08-09T00:00:00Z,100,328.001,329,"c(-120.912483, 45.631808)",NA,NA,NA,NA,NA
DRM,Deschutes River mouth,INT,Instream Remote Detection System,2013-03-13T00:00:00Z,2019-08-09T00:00:00Z,100,328.001,329,"c(-120.912483, 45.631808)",NA,NA,NA,NA,NA
DRM,Deschutes River mouth,INT,Instream Remote Detection System,2013-03-13T00:00:00Z,2019-08-09T00:00:00Z,100,328.001,329,"c(-120.912483, 45.631808)",NA,NA,NA,NA,NA
PRA,Dryden Acc. Pond,INT,Monitored Fish Release,1994-01-01T00:00:00Z,1996-12-31T23:59:59Z,100,754.026,780,"c(-120.563573, 47.544659)",NA,NA,NA,NA,NA
PRA,Dryden Acc. Pond,INT,Monitored Fish Release,2017-04-11T00:00:00Z,2018-04-10T00:00:00Z,110,754.026,780,"c(-120.563573, 47.544659)",NA,NA,NA,NA,NA
PRA,Dryden Acc. Pond,INT,Monitored Fish Release,2017-04-11T00:00:00Z,2018-04-10T00:00:00Z,110,754.026,780,"c(-120.563573, 47.544659)",NA,NA,NA,NA,NA
PRA,Dryden Acc. Pond,INT,Monitored Fish Release,2017-04-11T00:00:00Z,2018-04-10T00:00:00Z,110,754.026,780,"c(-120.563573, 47.544659)",NA,NA,NA,NA,NA
PRA,Dryden Acc. Pond,INT,Monitored Fish Release,2018-04-10T00:00:00Z,NA,120,754.026,780,"c(-120.563573, 47.544659)",NA,NA,NA,NA,NA
PRA,Dryden Acc. Pond,INT,Monitored Fish Release,2018-04-10T00:00:00Z,NA,120,754.026,780,"c(-120.563573, 47.544659)",NA,NA,NA,NA,NA
PRA,Dryden Acc. Pond,INT,Monitored Fish Release,2018-04-10T00:00:00Z,NA,120,754.026,780,"c(-120.563573, 47.544659)",NA,NA,NA,NA,NA
PRA,Dryden Acc. Pond,INT,Monitored Fish Release,2018-04-10T00:00:00Z,NA,120,754.026,780,"c(-120.563573, 47.544659)",NA,NA,NA,NA,NA
PRA,Dryden Acc. Pond,INT,Monitored Fish Release,2018-04-10T00:00:00Z,NA,120,754.026,780,"c(-120.563573, 47.544659)",NA,NA,NA,NA,NA
DRM,Deschutes Sherars Falls,INT,Adult Fishway,2016-10-27T00:00:00Z,NA,100,328.071,399,"c(-121.039616, 45.256897)",NA,NA,NA,NA,NA
DRM,Deschutes Sherars Falls,INT,Adult Fishway,2016-10-27T00:00:00Z,NA,100,328.071,399,"c(-121.039616, 45.256897)",NA,NA,NA,NA,NA
DRM,Deschutes Sherars Falls,INT,Adult Fishway,2016-10-27T00:00:00Z,NA,100,328.071,399,"c(-121.039616, 45.256897)",NA,NA,NA,NA,NA
DRM,Deschutes Sherars Falls,INT,Adult Fishway,2016-10-27T00:00:00Z,NA,100,328.071,399,"c(-121.039616, 45.256897)",NA,NA,NA,NA,NA
PRA,East Bank Hatchery Outfall,INT,Hatchery Returns,2013-06-07T00:00:00Z,2016-08-01T10:30:00Z,100,764,764,"c(-120.290826, 47.534397)",NA,NA,NA,NA,NA
PRA,East Bank Hatchery Outfall,INT,Hatchery Returns,2016-08-01T10:30:00Z,NA,110,764,764,"c(-120.290826, 47.534397)",NA,NA,NA,NA,NA
PRA,East Bank Hatchery Outfall,INT,Hatchery Returns,2016-08-01T10:30:00Z,NA,110,764,764,"c(-120.290826, 47.534397)",NA,NA,NA,NA,NA
FID,East Fork Diversion Fishway,INT,Adult Fishway,2016-03-09T00:00:00Z,NA,100,273.023.011,307,"c(-121.56478, 45.509403)",NA,NA,NA,NA,NA
FID,East Fork Diversion Fishway,INT,Adult Fishway,2016-03-09T00:00:00Z,NA,100,273.023.011,307,"c(-121.56478, 45.509403)",NA,NA,NA,NA,NA
PRA,Entiat NFH Adult Ladder,INT,Hatchery Returns,2013-07-03T00:00:00Z,2017-07-06T12:00:00Z,100,778.011,789,"c(-120.3231, 47.69736)",NA,NA,NA,NA,NA
PRA,Entiat NFH Adult Ladder,INT,Hatchery Returns,2013-07-03T00:00:00Z,2017-07-06T12:00:00Z,100,778.011,789,"c(-120.3231, 47.69736)",NA,NA,NA,NA,NA
PRA,Entiat NFH Adult Ladder,INT,Hatchery Returns,2017-07-06T12:00:00Z,NA,110,778.011,789,"c(-120.3231, 47.69736)",NA,NA,NA,NA,NA
PRA,Entiat NFH Adult Ladder,INT,Hatchery Returns,2017-07-06T12:00:00Z,NA,110,778.011,789,"c(-120.3231, 47.69736)",NA,NA,NA,NA,NA
PRA,Entiat NFH Adult Ladder,INT,Hatchery Returns,2017-07-06T12:00:00Z,NA,110,778.011,789,"c(-120.3231, 47.69736)",NA,NA,NA,NA,NA
PRA,"Eightmile Creek, Methow River",INT,Instream Remote Detection System,2008-12-01T00:00:00Z,2011-05-17T00:00:00Z,100,843.080.018.001,942,"c(-120.168271, 48.604816)",NA,NA,NA,NA,NA
PRA,Upper Entiat River at rkm 17.1,INT,Instream Remote Detection System,2011-04-06T00:00:00Z,NA,100,778.017,795,"c(-120.362532, 47.736615)",NA,NA,NA,NA,NA
PRA,Upper Entiat River at rkm 17.1,INT,Instream Remote Detection System,2011-04-06T00:00:00Z,NA,100,778.017,795,"c(-120.362532, 47.736615)",NA,NA,NA,NA,NA
PRA,Upper Entiat River at rkm 17.1,INT,Instream Remote Detection System,2011-04-06T00:00:00Z,NA,100,778.017,795,"c(-120.362532, 47.736615)",NA,NA,NA,NA,NA
PRA,Upper Entiat River at rkm 17.1,INT,Instream Remote Detection System,2011-04-06T00:00:00Z,NA,100,778.017,795,"c(-120.362532, 47.736615)",NA,NA,NA,NA,NA
PRA,Upper Entiat River at rkm 17.1,INT,Instream Remote Detection System,2011-04-06T00:00:00Z,NA,100,778.017,795,"c(-120.362532, 47.736615)",NA,NA,NA,NA,NA
PRA,Upper Entiat River at rkm 17.1,INT,Instream Remote Detection System,2011-04-06T00:00:00Z,NA,100,778.017,795,"c(-120.362532, 47.736615)",NA,NA,NA,NA,NA
PRA,Upper Entiat River at rkm 40.6,INT,Instream Remote Detection System,2010-08-10T00:00:00Z,2021-09-08T00:00:00Z,100,778.041,819,"c(-120.466191, 47.901735)",NA,NA,NA,NA,NA
PRA,Upper Entiat River at rkm 40.6,INT,Instream Remote Detection System,2010-08-10T00:00:00Z,2021-09-08T00:00:00Z,100,778.041,819,"c(-120.466191, 47.901735)",NA,NA,NA,NA,NA
PRA,Upper Entiat River at rkm 40.6,INT,Instream Remote Detection System,2010-08-10T00:00:00Z,2021-09-08T00:00:00Z,100,778.041,819,"c(-120.466191, 47.901735)",NA,NA,NA,NA,NA
PRA,Upper Entiat River at rkm 40.6,INT,Instream Remote Detection System,2010-08-10T00:00:00Z,2021-09-08T00:00:00Z,100,778.041,819,"c(-120.466191, 47.901735)",NA,NA,NA,NA,NA
PRA,Upper Entiat River at rkm 40.6,INT,Instream Remote Detection System,2010-08-10T00:00:00Z,2021-09-08T00:00:00Z,100,778.041,819,"c(-120.466191, 47.901735)",NA,NA,NA,NA,NA
PRA,Upper Entiat River at rkm 40.6,INT,Instream Remote Detection System,2010-08-10T00:00:00Z,2021-09-08T00:00:00Z,100,778.041,819,"c(-120.466191, 47.901735)",NA,NA,NA,NA,NA
PRA,Lower Entiat River,INT,Instream Remote Detection System,2007-10-01T00:00:00Z,2019-08-27T00:00:00Z,100,778.002,780,"c(-120.24282, 47.663782)",NA,NA,NA,NA,NA
PRA,Lower Entiat River,INT,Instream Remote Detection System,2007-10-01T00:00:00Z,2019-08-27T00:00:00Z,100,778.002,780,"c(-120.24282, 47.663782)",NA,NA,NA,NA,NA
PRA,Lower Entiat River,INT,Instream Remote Detection System,2007-10-01T00:00:00Z,2019-08-27T00:00:00Z,100,778.002,780,"c(-120.24282, 47.663782)",NA,NA,NA,NA,NA
PRA,Lower Entiat River,INT,Instream Remote Detection System,2007-10-01T00:00:00Z,2019-08-27T00:00:00Z,100,778.002,780,"c(-120.24282, 47.663782)",NA,NA,NA,NA,NA
PRA,Lower Entiat River,INT,Instream Remote Detection System,2007-10-01T00:00:00Z,2019-08-27T00:00:00Z,100,778.002,780,"c(-120.24282, 47.663782)",NA,NA,NA,NA,NA
PRA,Lower Entiat River,INT,Instream Remote Detection System,2007-10-01T00:00:00Z,2019-08-27T00:00:00Z,100,778.002,780,"c(-120.24282, 47.663782)",NA,NA,NA,NA,NA
PRA,Lower Entiat River,INT,Instream Remote Detection System,2019-08-27T00:00:00Z,NA,110,778.002,780,"c(-120.24282, 47.663782)",NA,NA,NA,NA,NA
PRA,Lower Entiat River,INT,Instream Remote Detection System,2019-08-27T00:00:00Z,NA,110,778.002,780,"c(-120.24282, 47.663782)",NA,NA,NA,NA,NA
PRA,Lower Entiat River,INT,Instream Remote Detection System,2019-08-27T00:00:00Z,NA,110,778.002,780,"c(-120.24282, 47.663782)",NA,NA,NA,NA,NA
PRA,Lower Entiat River,INT,Instream Remote Detection System,2019-08-27T00:00:00Z,NA,110,778.002,780,"c(-120.24282, 47.663782)",NA,NA,NA,NA,NA
PRA,Lower Entiat River,INT,Instream Remote Detection System,2019-08-27T00:00:00Z,NA,110,778.002,780,"c(-120.24282, 47.663782)",NA,NA,NA,NA,NA
PRA,Lower Entiat River,INT,Instream Remote Detection System,2019-08-27T00:00:00Z,NA,110,778.002,780,"c(-120.24282, 47.663782)",NA,NA,NA,NA,NA
PRA,Lower Entiat River,INT,Instream Remote Detection System,2019-08-27T00:00:00Z,NA,110,778.002,780,"c(-120.24282, 47.663782)",NA,NA,NA,NA,NA
PRA,Lower Entiat River,INT,Instream Remote Detection System,2019-08-27T00:00:00Z,NA,110,778.002,780,"c(-120.24282, 47.663782)",NA,NA,NA,NA,NA
PRA,Middle Entiat River,INT,Instream Remote Detection System,2008-03-01T00:00:00Z,2018-10-31T12:00:00Z,100,778.026,804,"c(-120.403073, 47.797049)",NA,NA,NA,NA,NA
PRA,Middle Entiat River,INT,Instream Remote Detection System,2008-03-01T00:00:00Z,2018-10-31T12:00:00Z,100,778.026,804,"c(-120.403073, 47.797049)",NA,NA,NA,NA,NA
PRA,Middle Entiat River,INT,Instream Remote Detection System,2008-03-01T00:00:00Z,2018-10-31T12:00:00Z,100,778.026,804,"c(-120.403073, 47.797049)",NA,NA,NA,NA,NA
PRA,Middle Entiat River,INT,Instream Remote Detection System,2008-03-01T00:00:00Z,2018-10-31T12:00:00Z,100,778.026,804,"c(-120.403073, 47.797049)",NA,NA,NA,NA,NA
PRA,Middle Entiat River,INT,Instream Remote Detection System,2008-03-01T00:00:00Z,2018-10-31T12:00:00Z,100,778.026,804,"c(-120.403073, 47.797049)",NA,NA,NA,NA,NA
PRA,Middle Entiat River,INT,Instream Remote Detection System,2008-03-01T00:00:00Z,2018-10-31T12:00:00Z,100,778.026,804,"c(-120.403073, 47.797049)",NA,NA,NA,NA,NA
PRA,Upper Entiat River at rkm 35.7,INT,Instream Remote Detection System,2011-05-05T00:00:00Z,2019-08-20T00:00:00Z,100,778.036,814,"c(-120.422479, 47.856847)",NA,NA,NA,NA,NA
PRA,Upper Entiat River at rkm 35.7,INT,Instream Remote Detection System,2011-05-05T00:00:00Z,2019-08-20T00:00:00Z,100,778.036,814,"c(-120.422479, 47.856847)",NA,NA,NA,NA,NA
PRA,Upper Entiat River at rkm 35.7,INT,Instream Remote Detection System,2011-05-05T00:00:00Z,2019-08-20T00:00:00Z,100,778.036,814,"c(-120.422479, 47.856847)",NA,NA,NA,NA,NA
PRA,Upper Entiat River at rkm 35.7,INT,Instream Remote Detection System,2011-05-05T00:00:00Z,2019-08-20T00:00:00Z,100,778.036,814,"c(-120.422479, 47.856847)",NA,NA,NA,NA,NA
PRA,Upper Entiat River at rkm 35.7,INT,Instream Remote Detection System,2011-05-05T00:00:00Z,2019-08-20T00:00:00Z,100,778.036,814,"c(-120.422479, 47.856847)",NA,NA,NA,NA,NA
PRA,Upper Entiat River at rkm 35.7,INT,Instream Remote Detection System,2011-05-05T00:00:00Z,2019-08-20T00:00:00Z,100,778.036,814,"c(-120.422479, 47.856847)",NA,NA,NA,NA,NA
PRO,Easton Diversion Dam,INT,Combined Dam Location,2023-04-03T00:00:00Z,NA,100,539.328,867,"c(-121.188101, 47.241661)",NA,NA,NA,NA,NA
PRO,Easton Diversion Dam,INT,Combined Dam Location,2023-04-03T00:00:00Z,NA,100,539.328,867,"c(-121.188101, 47.241661)",NA,NA,NA,NA,NA
PRO,Easton Acc. Pond,INT,Monitored Fish Release,1999-03-14T00:00:00Z,2001-01-22T10:52:09Z,100,539.325,864,"c(-121.168441, 47.236201)",NA,NA,NA,NA,NA
PRO,Easton Acc. Pond,INT,Monitored Fish Release,1999-03-14T00:00:00Z,2001-01-22T10:52:09Z,100,539.325,864,"c(-121.168441, 47.236201)",NA,NA,NA,NA,NA
PRO,Easton Acc. Pond,INT,Monitored Fish Release,1999-03-14T00:00:00Z,2001-01-22T10:52:09Z,100,539.325,864,"c(-121.168441, 47.236201)",NA,NA,NA,NA,NA
PRO,Easton Acc. Pond,INT,Monitored Fish Release,1999-03-14T00:00:00Z,2001-01-22T10:52:09Z,100,539.325,864,"c(-121.168441, 47.236201)",NA,NA,NA,NA,NA
PRO,Easton Acc. Pond,INT,Monitored Fish Release,2001-01-22T10:52:09Z,NA,110,539.325,864,"c(-121.168441, 47.236201)",NA,NA,NA,NA,NA
PRO,Easton Acc. Pond,INT,Monitored Fish Release,2001-01-22T10:52:09Z,NA,110,539.325,864,"c(-121.168441, 47.236201)",NA,NA,NA,NA,NA
PRO,Easton Acc. Pond,INT,Monitored Fish Release,2001-01-22T10:52:09Z,NA,110,539.325,864,"c(-121.168441, 47.236201)",NA,NA,NA,NA,NA
PRO,Easton Acc. Pond,INT,Monitored Fish Release,2001-01-22T10:52:09Z,NA,110,539.325,864,"c(-121.168441, 47.236201)",NA,NA,NA,NA,NA
PRA,Early Winters Creek rkm 0.36,INT,Instream Remote Detection System,2013-04-01T00:00:00Z,2017-09-06T00:00:00Z,100,843.113.001,957,"c(-120.442272, 48.599537)",NA,NA,NA,NA,NA
PRA,Early Winters Creek rkm 0.36,INT,Instream Remote Detection System,2013-04-01T00:00:00Z,2017-09-06T00:00:00Z,100,843.113.001,957,"c(-120.442272, 48.599537)",NA,NA,NA,NA,NA
PRA,Early Winters Creek rkm 0.36,INT,Instream Remote Detection System,2013-04-01T00:00:00Z,2017-09-06T00:00:00Z,100,843.113.001,957,"c(-120.442272, 48.599537)",NA,NA,NA,NA,NA
PRA,Early Winters Creek rkm 0.36,INT,Instream Remote Detection System,2013-04-01T00:00:00Z,2017-09-06T00:00:00Z,100,843.113.001,957,"c(-120.442272, 48.599537)",NA,NA,NA,NA,NA
PRA,Early Winters Creek rkm 0.36,INT,Instream Remote Detection System,2013-04-01T00:00:00Z,2017-09-06T00:00:00Z,100,843.113.001,957,"c(-120.442272, 48.599537)",NA,NA,NA,NA,NA
PRA,Early Winters Creek rkm 0.36,INT,Instream Remote Detection System,2013-04-01T00:00:00Z,2017-09-06T00:00:00Z,100,843.113.001,957,"c(-120.442272, 48.599537)",NA,NA,NA,NA,NA
UMW,Feed Canal,INT,Instream Remote Detection System,2006-12-05T00:00:00Z,2020-12-16T00:00:00Z,100,465.047,512,"c(-119.177031, 45.721488)",NA,NA,NA,NA,NA
UMW,Feed Canal,INT,Instream Remote Detection System,2006-12-05T00:00:00Z,2020-12-16T00:00:00Z,100,465.047,512,"c(-119.177031, 45.721488)",NA,NA,NA,NA,NA
UMW,Feed Canal,INT,Instream Remote Detection System,2006-12-05T00:00:00Z,2020-12-16T00:00:00Z,100,465.047,512,"c(-119.177031, 45.721488)",NA,NA,NA,NA,NA
UMW,Feed Canal,INT,Instream Remote Detection System,2006-12-05T00:00:00Z,2020-12-16T00:00:00Z,100,465.047,512,"c(-119.177031, 45.721488)",NA,NA,NA,NA,NA
UMW,Feed Canal,INT,Instream Remote Detection System,2006-12-05T00:00:00Z,2020-12-16T00:00:00Z,100,465.047,512,"c(-119.177031, 45.721488)",NA,NA,NA,NA,NA
UMW,Feed Canal,INT,Instream Remote Detection System,2006-12-05T00:00:00Z,2020-12-16T00:00:00Z,100,465.047,512,"c(-119.177031, 45.721488)",NA,NA,NA,NA,NA
UMW,Feed Canal,INT,Instream Remote Detection System,2006-12-05T00:00:00Z,2020-12-16T00:00:00Z,100,465.047,512,"c(-119.177031, 45.721488)",NA,NA,NA,NA,NA
UMW,Feed Canal,INT,Instream Remote Detection System,2006-12-05T00:00:00Z,2020-12-16T00:00:00Z,100,465.047,512,"c(-119.177031, 45.721488)",NA,NA,NA,NA,NA
UMW,Feed Canal,INT,Instream Remote Detection System,2006-12-05T00:00:00Z,2020-12-16T00:00:00Z,100,465.047,512,"c(-119.177031, 45.721488)",NA,NA,NA,NA,NA
UMW,Feed Canal,INT,Instream Remote Detection System,2006-12-05T00:00:00Z,2020-12-16T00:00:00Z,100,465.047,512,"c(-119.177031, 45.721488)",NA,NA,NA,NA,NA
UMW,Feed Canal,INT,Instream Remote Detection System,2006-12-05T00:00:00Z,2020-12-16T00:00:00Z,100,465.047,512,"c(-119.177031, 45.721488)",NA,NA,NA,NA,NA
UMW,Feed Canal,INT,Instream Remote Detection System,2020-12-16T00:00:00Z,NA,110,465.047,512,"c(-119.177031, 45.721488)",NA,NA,NA,NA,NA
UMW,Feed Canal,INT,Instream Remote Detection System,2020-12-16T00:00:00Z,NA,110,465.047,512,"c(-119.177031, 45.721488)",NA,NA,NA,NA,NA
UMW,Feed Canal,INT,Instream Remote Detection System,2020-12-16T00:00:00Z,NA,110,465.047,512,"c(-119.177031, 45.721488)",NA,NA,NA,NA,NA
UMW,Feed Canal,INT,Instream Remote Detection System,2020-12-16T00:00:00Z,NA,110,465.047,512,"c(-119.177031, 45.721488)",NA,NA,NA,NA,NA
UMW,Feed Canal,INT,Instream Remote Detection System,2020-12-16T00:00:00Z,NA,110,465.047,512,"c(-119.177031, 45.721488)",NA,NA,NA,NA,NA
UMW,Feed Canal,INT,Instream Remote Detection System,2020-12-16T00:00:00Z,NA,110,465.047,512,"c(-119.177031, 45.721488)",NA,NA,NA,NA,NA
UMW,Feed Canal,INT,Instream Remote Detection System,2020-12-16T00:00:00Z,NA,110,465.047,512,"c(-119.177031, 45.721488)",NA,NA,NA,NA,NA
UMW,Feed Canal,INT,Instream Remote Detection System,2020-12-16T00:00:00Z,NA,110,465.047,512,"c(-119.177031, 45.721488)",NA,NA,NA,NA,NA
UMW,Feed Canal,INT,Instream Remote Detection System,2020-12-16T00:00:00Z,NA,110,465.047,512,"c(-119.177031, 45.721488)",NA,NA,NA,NA,NA
UMW,Feed Canal,INT,Instream Remote Detection System,2020-12-16T00:00:00Z,NA,110,465.047,512,"c(-119.177031, 45.721488)",NA,NA,NA,NA,NA
UMW,Feed Canal,INT,Instream Remote Detection System,2020-12-16T00:00:00Z,NA,110,465.047,512,"c(-119.177031, 45.721488)",NA,NA,NA,NA,NA
UMW,Feed Canal,INT,Instream Remote Detection System,2020-12-16T00:00:00Z,NA,110,465.047,512,"c(-119.177031, 45.721488)",NA,NA,NA,NA,NA
UMW,Feed Diversion Dam,INT,Instream Remote Detection System,2008-11-01T00:00:00Z,NA,100,465.045,510,"c(-119.176819, 45.720695)",NA,NA,NA,NA,NA
UMW,Feed Diversion Dam,INT,Instream Remote Detection System,2008-11-01T00:00:00Z,NA,100,465.045,510,"c(-119.176819, 45.720695)",NA,NA,NA,NA,NA
UMW,Feed Diversion Dam,INT,Instream Remote Detection System,2008-11-01T00:00:00Z,NA,100,465.045,510,"c(-119.176819, 45.720695)",NA,NA,NA,NA,NA
UMW,Feed Diversion Dam,INT,Instream Remote Detection System,2008-11-01T00:00:00Z,NA,100,465.045,510,"c(-119.176819, 45.720695)",NA,NA,NA,NA,NA
FID,"Farmer's Diversion, Hood River",INT,Instream Remote Detection System,2022-04-14T00:00:00Z,NA,100,273.017,290,"c(-121.622502, 45.61567)",NA,NA,NA,NA,NA
PRA,Foster Creek,INT,Instream Remote Detection System,2014-03-01T00:00:00Z,2018-12-20T00:00:00Z,100,868.001,869,"c(-119.646768, 47.996326)",NA,NA,NA,NA,NA
PRA,Foster Creek,INT,Instream Remote Detection System,2018-12-20T00:00:00Z,NA,110,868.001,869,"c(-119.646768, 47.996326)",NA,NA,NA,NA,NA
PRA,"SF Gold Creek, Methow River",INT,Instream Remote Detection System,2009-01-01T00:00:00Z,2010-10-09T00:00:00Z,100,843.035.002.004,884,"c(-120.14145, 48.161596)",NA,NA,NA,NA,NA
PRA,"Gold Creek, Methow River",INT,Instream Remote Detection System,2009-01-01T00:00:00Z,2010-09-23T17:00:00Z,100,843.035.001,879,"c(-120.097128, 48.188368)",NA,NA,NA,NA,NA
PRA,"Gold Creek, Methow River",INT,Instream Remote Detection System,2009-01-01T00:00:00Z,2010-09-23T17:00:00Z,100,843.035.001,879,"c(-120.097128, 48.188368)",NA,NA,NA,NA,NA
PRA,"Gold Creek, Methow River",INT,Instream Remote Detection System,2009-01-01T00:00:00Z,2010-09-23T17:00:00Z,100,843.035.001,879,"c(-120.097128, 48.188368)",NA,NA,NA,NA,NA
PRA,"Gold Creek, Methow River",INT,Instream Remote Detection System,2009-01-01T00:00:00Z,2010-09-23T17:00:00Z,100,843.035.001,879,"c(-120.097128, 48.188368)",NA,NA,NA,NA,NA
PRA,"Gold Creek, Methow River",INT,Instream Remote Detection System,2009-01-01T00:00:00Z,2010-09-23T17:00:00Z,100,843.035.001,879,"c(-120.097128, 48.188368)",NA,NA,NA,NA,NA
PRA,"Gold Creek, Methow River",INT,Instream Remote Detection System,2009-01-01T00:00:00Z,2010-09-23T17:00:00Z,100,843.035.001,879,"c(-120.097128, 48.188368)",NA,NA,NA,NA,NA
PRA,"Gold Creek, Methow River",INT,Instream Remote Detection System,2010-09-23T17:00:00Z,2015-10-15T00:00:00Z,110,843.035.001,879,"c(-120.097128, 48.188368)",NA,NA,NA,NA,NA
PRA,"Gold Creek, Methow River",INT,Instream Remote Detection System,2010-09-23T17:00:00Z,2015-10-15T00:00:00Z,110,843.035.001,879,"c(-120.097128, 48.188368)",NA,NA,NA,NA,NA
PRA,"Gold Creek, Methow River",INT,Instream Remote Detection System,2010-09-23T17:00:00Z,2015-10-15T00:00:00Z,110,843.035.001,879,"c(-120.097128, 48.188368)",NA,NA,NA,NA,NA
PRA,"Gold Creek, Methow River",INT,Instream Remote Detection System,2010-09-23T17:00:00Z,2015-10-15T00:00:00Z,110,843.035.001,879,"c(-120.097128, 48.188368)",NA,NA,NA,NA,NA
PRA,"Gold Creek, Methow River",INT,Instream Remote Detection System,2010-09-23T17:00:00Z,2015-10-15T00:00:00Z,110,843.035.001,879,"c(-120.097128, 48.188368)",NA,NA,NA,NA,NA
PRA,"Gold Creek, Methow River",INT,Instream Remote Detection System,2015-10-15T00:00:00Z,NA,120,843.035.001,879,"c(-120.097128, 48.188368)",NA,NA,NA,NA,NA
PRA,"Gold Creek, Methow River",INT,Instream Remote Detection System,2015-10-15T00:00:00Z,NA,120,843.035.001,879,"c(-120.097128, 48.188368)",NA,NA,NA,NA,NA
PRA,"Gold Creek, Methow River",INT,Instream Remote Detection System,2015-10-15T00:00:00Z,NA,120,843.035.001,879,"c(-120.097128, 48.188368)",NA,NA,NA,NA,NA
PRA,"Gold Creek, Methow River",INT,Instream Remote Detection System,2015-10-15T00:00:00Z,NA,120,843.035.001,879,"c(-120.097128, 48.188368)",NA,NA,NA,NA,NA
PRA,Goat Wall Acclimation Pond,INT,Monitored Fish Release,2017-03-30T00:00:00Z,2022-03-21T00:00:00Z,100,843.116,959,"c(-120.469342, 48.63278)",NA,NA,NA,NA,NA
PRA,Goat Wall Acclimation Pond,INT,Monitored Fish Release,2017-03-30T00:00:00Z,2022-03-21T00:00:00Z,100,843.116,959,"c(-120.469342, 48.63278)",NA,NA,NA,NA,NA
PRA,Goat Wall Acclimation Pond,INT,Monitored Fish Release,2022-03-21T00:00:00Z,NA,110,843.116,959,"c(-120.469342, 48.63278)",NA,NA,NA,NA,NA
PRA,Goat Wall Acclimation Pond,INT,Monitored Fish Release,2022-03-21T00:00:00Z,NA,110,843.116,959,"c(-120.469342, 48.63278)",NA,NA,NA,NA,NA
PRA,Goat Wall Acclimation Pond,INT,Monitored Fish Release,2022-03-21T00:00:00Z,NA,110,843.116,959,"c(-120.469342, 48.63278)",NA,NA,NA,NA,NA
WRA,Hemlock Dam Fish Ladder Exp.,INT,Instream Remote Detection System,2004-07-12T00:00:00Z,2009-07-01T00:00:00Z,100,251.017.002,270,"c(-121.932144, 45.802154)",NA,NA,NA,NA,NA
WRA,Hemlock Dam Fish Ladder Exp.,INT,Instream Remote Detection System,2004-07-12T00:00:00Z,2009-07-01T00:00:00Z,100,251.017.002,270,"c(-121.932144, 45.802154)",NA,NA,NA,NA,NA
PRA,Top of Harrison side channel,INT,Instream Remote Detection System,2013-03-27T00:00:00Z,2016-12-29T13:30:00Z,100,778.006,784,"c(-120.294569, 47.669771)",NA,NA,NA,NA,NA
PRA,Middle Harrison Side Channel,INT,Instream Remote Detection System,2013-04-02T00:00:00Z,2017-04-22T13:00:00Z,100,778.006,784,"c(-120.2912, 47.67044)",NA,NA,NA,NA,NA
PRA,Bottom Harrison Side Channel,INT,Instream Remote Detection System,2013-03-27T00:00:00Z,2017-04-22T12:45:00Z,100,778.006,784,"c(-120.2899, 47.67061)",NA,NA,NA,NA,NA
PRA,Top of side channel near ENFH,INT,Instream Remote Detection System,2015-07-11T00:00:00Z,2016-12-15T12:00:00Z,100,778.011,789,"c(-120.32123, 47.69844)",NA,NA,NA,NA,NA
