species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Chinook,2014,Hatchery Clip,69911.5,64387,75641,69889.297,2967.485768919235
Chinook,2014,Hatchery No-Clip,9516.5,8519,10437,9521.9625,496.30967743711125
Chinook,2014,Natural,28896.5,26472,30983,28873.53575,1161.6219589934763
Chinook,2014,Total,108413,100554,116357,108285.3805,4140.382541338047
