species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Chinook,2017,Hatchery Clip,34907.5,31764,37612,34895.0505,1464.3166489054938
Chinook,2017,Hatchery No-Clip,3570,3198,3897,3569.80725,178.51556108312997
Chinook,2017,Natural,5246,4759,5736,5246.042,245.7958922381745
Chinook,2017,Total,43738,40069,47069,43711.166,1747.3349034344246
