species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Chinook,2015,Hatchery Clip,99457,92750,105106,99358.9555,3049.965478062677
Chinook,2015,Hatchery No-Clip,10442,9382,11632,10473.257,584.2427910216053
Chinook,2015,Natural,23707,21748,25612,23745.37975,987.3198284501584
Chinook,2015,Total,133682.5,125549,140996,133577.86875,3754.1273547353626
