species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Chinook,2018,Hatchery Clip,29093,26765,31358,29054.0575,1160.1621706724086
Chinook,2018,Hatchery No-Clip,3613,3243,3984,3620.577,190.94573480287497
Chinook,2018,Natural,7000,6395,7650,6999.5755,323.73467351283
Chinook,2018,Total,39687.5,36537,42516,39674.84775,1524.3681087922016
