species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Chinook,2012,Hatchery Clip,58457.5,52403,64841,58596.942985746435,3093.8413865864277
Chinook,2012,Hatchery No-Clip,4576,4002,5159,4583.048762190548,297.40051208530343
Chinook,2012,Natural,21586,19630,23425,21623.042198049512,951.4199726023395
Chinook,2012,Total,84623.5,76832,93440,84803.66166541635,4104.553396283006
