species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Steelhead,2020,Hatchery Clip,24218,22834,26016,24298.503,809.2587441107634
Steelhead,2020,Hatchery No-Clip,2381,2129,2685,2387.4055,141.27210808181658
Steelhead,2020,Natural,9941,9278,10726,9963.912,371.29915771804616
Steelhead,2020,Total,36541.5,34597,39123,36650.50225,1144.0284709221653
