species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Coho,2012,Hatchery Clip,192,119,271,197.68867216804202,55.18999973947701
Coho,2012,Hatchery No-Clip,1648,1423,1859,1653.518192048012,117.22411765567782
Coho,2012,Natural,971,792,1164,981.9457989497374,176.95110339063788
Coho,2012,Total,2819,2499,3129,2833.6547261815454,258.11491835399585
