species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Coho,2015,Hatchery Clip,107,37,190,111.85052513128282,40.635063418372134
Coho,2015,Hatchery No-Clip,114,42,202,119.82895723930983,51.28460831743201
Coho,2015,Natural,1467,1048,1867,1481.8865341335334,262.9411566090316
Coho,2015,Total,1701,1197,2141,1714.290510127532,300.3004401303629
