species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Steelhead,2011,Hatchery Clip,147206.5,136325,158999,147511.43679669918,5682.511669440365
Steelhead,2011,Hatchery No-Clip,22865.5,20951,24666,22887.714178544637,936.0358181112053
Steelhead,2011,Natural,45507,42049,48845,45536.518567141786,1709.6765418974535
Steelhead,2011,Total,215544,200513,232613,215935.68717179296,7966.443060197204
