species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Chinook,2019,Hatchery Clip,20759,18950,22385,20727.897224306078,863.3599310843281
Chinook,2019,Hatchery No-Clip,1945,1711,2166,1947.5733308327083,115.50580724672658
Chinook,2019,Natural,4766,4353,5202,4765.566766691673,218.6046416505479
Chinook,2019,Total,27497,25235,29547,27441.727306826706,1086.2844561264137
