species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Chinook,2011,Hatchery Clip,96194,89731,101171,95900.9395,2870.776749962766
Chinook,2011,Hatchery No-Clip,5188,4673,5676,5185.281,255.88870001564925
Chinook,2011,Natural,25274,23713,26913,25219.169,821.724582059701
Chinook,2011,Total,126684,118763,133050,126306.15525,3629.819426557579
