species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Steelhead,2021,Hatchery Clip,40334,37913,42687,40355.41616654163,1148.4625140705211
Steelhead,2021,Hatchery No-Clip,5449,4901,5982,5460.0260690172545,276.9777067607966
Steelhead,2021,Natural,15596,14629,16521,15604.557389347337,483.10121078400886
Steelhead,2021,Total,61400,58083,64692,61420.76031507877,1582.0151993913835
