species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Steelhead,2022,Hatchery Clip,32662,30957,34889,32763.877156789196,1004.6556955955091
Steelhead,2022,Hatchery No-Clip,2129,1894,2394,2135.7342460615155,128.59254147599071
Steelhead,2022,Natural,9727,9059,10436,9736.409227306827,350.0155992627454
Steelhead,2022,Total,44496.5,42199,47234,44636.78300825206,1291.9972359157966
