species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Chinook,2016,Hatchery Clip,58512.5,55205,62580,58719.62209302326,1856.7635679318248
Chinook,2016,Hatchery No-Clip,7941.5,7404,8489,7952.154351087772,278.25374749757856
Chinook,2016,Natural,17041.5,16200,18148,17080.44448612153,500.7336033695012
Chinook,2016,Total,83473,79413,88901,83753.03300825207,2401.114869947167
