species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Steelhead,2021,Hatchery Clip,40391,38041,43034,40456.67825,1210.3175272861877
Steelhead,2021,Hatchery No-Clip,5468,4944,6054,5480.55975,281.1068536975512
Steelhead,2021,Natural,15629.5,14644,16655,15650.65225,504.43787101224405
Steelhead,2021,Total,61511,57969,65019,61588.6115,1684.2335980412404
