species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Coho,2014,Hatchery Clip,307,192,428,313.0084396099025,84.92152757162357
Coho,2014,Hatchery No-Clip,2588,2162,2992,2644.937921980495,1090.3217088134325
Coho,2014,Natural,16863.5,15513,18701,17026.590772693173,2220.776632751002
Coho,2014,Total,19749,18143,21853,19985.229557389346,2854.756311559863
