species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Steelhead,2010,Hatchery Clip,262084,248075,285554,264148.289,10089.630654720031
Steelhead,2010,Hatchery No-Clip,35311.5,32995,38355,35480.423,1384.2139493717757
Steelhead,2010,Natural,44628,41518,48331,44879.9815,1769.2284336598166
Steelhead,2010,Total,341921,323810,371477,344508.61025,12839.70808370516
