species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Chinook,2013,Hatchery Clip,45265,42671,47429,45176.91129032258,1196.12707186897
Chinook,2013,Hatchery No-Clip,6383,5833,6996,6399.427231807952,303.2574506367683
Chinook,2013,Natural,19498,18300,20638,19512.131845461365,599.3626159177055
Chinook,2013,Total,71189.5,67842,74181,71089.21380345087,1570.3573002095823
