species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Steelhead,2010,Hatchery Clip,263039.5,246796,284196,264706.10746436607,9857.952985209706
Steelhead,2010,Hatchery No-Clip,35376.5,33091,38315,35519.25,1353.1248941363451
Steelhead,2010,Natural,44778,42161,48762,44988.58345836459,1724.1573340180237
Steelhead,2010,Total,343079.5,323767,371277,345213.8867216804,12535.938120940391
