species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Steelhead,2018,Hatchery Clip,56776,53045,60614,56793.45,1870.3826626725897
Steelhead,2018,Hatchery No-Clip,2591.5,2334,2866,2595.54375,137.65013976085004
Steelhead,2018,Natural,10090,9361,10842,10084.64875,374.4610756109698
Steelhead,2018,Total,69450.5,64993,73949,69474.14,2230.7547868669435
