species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Chinook,2017,Hatchery Clip,34886,31808,37599,34876.48518379595,1466.4671924747156
Chinook,2017,Hatchery No-Clip,3564,3200,3921,3566.6989872468116,185.53855756924347
Chinook,2017,Natural,5236,4748,5726,5240.071267816954,250.01881711896752
Chinook,2017,Total,43719,40068,47064,43683.61852963241,1763.5211667748606
