species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Steelhead,2014,Hatchery Clip,80410.5,74217,87665,80581.4895,3358.7541386994685
Steelhead,2014,Hatchery No-Clip,7861,6735,9082,7926.36025,614.8895777032893
Steelhead,2014,Natural,27878.5,24537,32000,27999.551,1929.281347426648
Steelhead,2014,Total,116208.5,107838,125826,116507.41575,4437.202998118699
