species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Steelhead,2023,Hatchery Clip,55787.5,52113,59228,55742.83458364591,1787.751900577833
Steelhead,2023,Hatchery No-Clip,5058,4563,5483,5055.187734433608,237.6783596391325
Steelhead,2023,Natural,13309,12416,14188,13315.407726931733,451.5929901752226
Steelhead,2023,Total,74193,69393,78507,74114.37640660164,2281.912403229032
