species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Coho,2023,Hatchery Clip,1283,1088,1483,1285.7042385596399,100.98189725070532
Coho,2023,Hatchery No-Clip,1080,903,1258,1083.1689797449362,91.51643399261157
Coho,2023,Natural,13269,11974,14668,13272.376219054764,678.2251495349811
Coho,2023,Total,15638,14003,17145,15641.850900225056,792.0186445931497
