species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Steelhead,2016,Hatchery Clip,100021,92954,106048,99683.63522130533,3396.579820512983
Steelhead,2016,Hatchery No-Clip,6013,5381,6596,6018.329707426857,317.2151124548627
Steelhead,2016,Natural,35164.5,32677,37324,35097.71642910728,1246.7447416391533
Steelhead,2016,Total,141284,131667,149356,140800.41954238559,4623.386947097666
