species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Steelhead,2020,Hatchery Clip,22561.5,20607,24250,22541.134096024005,939.0418926057196
Steelhead,2020,Hatchery No-Clip,2199,1915,2491,2201.488747186797,147.77050954074934
Steelhead,2020,Natural,9418,8668,10187,9411.495873968492,392.7269837394979
Steelhead,2020,Total,34188,31374,36513,34154.68942235559,1331.0345192107523
