species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Coho,2018,Hatchery Clip,693,541,866,704.5078769692423,126.87593411629209
Coho,2018,Hatchery No-Clip,455,348,573,460.4876219054764,102.23525287224994
Coho,2018,Natural,2570,2205,2994,2589.5450112528133,217.1771794069712
Coho,2018,Total,3720,3220,4315,3755.167854463616,355.39813283313987
