species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Steelhead,2022,Hatchery Clip,32406,30218,34530,32474.8425,1062.8753248536705
Steelhead,2022,Hatchery No-Clip,2109,1866,2365,2114.78525,128.66698850490064
Steelhead,2022,Natural,9626,8965,10366,9643.4605,364.2694909064597
Steelhead,2022,Total,44126,41583,47139,44233.8475,1380.6714738392398
