species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Chinook,2020,Hatchery Clip,17775,14454,21325,17884.05776444111,1666.8604984385024
Chinook,2020,Hatchery No-Clip,1445,850,2127,1490.127344336084,362.720455421687
Chinook,2020,Natural,14543.5,10856,17934,14592.678919729933,1671.6629189846913
Chinook,2020,Total,33724.5,30498,38249,33967.42198049512,1977.1949742848456
