species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Chinook,2021,Hatchery Clip,33883,31639,36082,33831.5776444111,1125.6152451639132
Chinook,2021,Hatchery No-Clip,3099,2823,3390,3102.484996249062,146.54038478985075
Chinook,2021,Natural,8582,8000,9241,8602.287884471118,313.38210938459247
Chinook,2021,Total,45573.5,42643,48141,45537.43810952738,1399.508576597519
