species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Steelhead,2023,Hatchery Clip,55664.5,51746,59274,55639.70386346587,1903.8081726684918
Steelhead,2023,Hatchery No-Clip,5041,4577,5535,5039.523818454613,244.11796367054743
Steelhead,2023,Natural,13291,12422,14268,13300.237246811703,471.4104251585731
Steelhead,2023,Total,74020.5,68809,78468,73980.29538634658,2428.3541730618226
