species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Coho,2017,Hatchery Clip,1882,1623,2164,1886.1963615903976,137.255629206621
Coho,2017,Hatchery No-Clip,1310,1118,1522,1311.9977494373593,104.6275741690244
Coho,2017,Natural,5742.5,5044,6417,5743.712115528882,364.32283273022006
Coho,2017,Total,8940,7949,9986,8942.81807951988,529.7365401915313
