species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Steelhead,2018,Hatchery Clip,57004.5,53425,60566,57055.80982745686,1781.9330701123367
Steelhead,2018,Hatchery No-Clip,2603,2336,2865,2604.718492123031,137.22747516204743
Steelhead,2018,Natural,10123,9389,10809,10123.573143285821,360.6479621884382
Steelhead,2018,Total,69745,65487,73972,69784.55888972244,2117.62165101742
