species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Coho,2021,Hatchery Clip,5496.5,4954,6149,5509.771942985746,311.9404835165684
Coho,2021,Hatchery No-Clip,2666,2287,3124,2681.7631282820707,222.26112114116714
Coho,2021,Natural,21619,19706,23881,21674.29126031508,1074.3034269059424
Coho,2021,Total,29794,27015,32686,29866.18135783946,1470.8013119634782
