species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Steelhead,2013,Hatchery Clip,84987.5,79375,92049,85263.10225,3195.2896591383364
Steelhead,2013,Hatchery No-Clip,10292,9244,11433,10339.44075,581.5385922473295
Steelhead,2013,Natural,24975,23045,26982,25048.5335,1012.6583432272589
Steelhead,2013,Total,120332,112103,129541,120651.56325,4392.757171059016
