species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Chinook,2023,Hatchery Clip,45611,42034,48490,45541.04351087772,1616.059077747388
Chinook,2023,Hatchery No-Clip,5243,4832,5684,5244.877344336084,217.0315049233193
Chinook,2023,Natural,7985,7413,8579,7986.665603900975,297.1342133090173
Chinook,2023,Total,58888.5,54655,62304,58773.3403975994,1940.4049647806526
