species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Chinook,2022,Hatchery Clip,58527,54156,61842,58316.01444111028,1949.0323925690518
Chinook,2022,Hatchery No-Clip,6333,5817,6839,6330.400037509377,259.92725838414094
Chinook,2022,Natural,16939,15735,17977,16911.233120780194,579.1050205957231
Chinook,2022,Total,81801,76475,86517,81558.54294823705,2518.7543393690808
