species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Steelhead,2014,Hatchery Clip,80034,73925,87080,80202.5155663916,3365.27719732554
Steelhead,2014,Hatchery No-Clip,7818,6731,9161,7899.629219804951,670.2816470665252
Steelhead,2014,Natural,27693,24322,31793,27911.25168792198,1984.7283464773209
Steelhead,2014,Total,115586.5,106606,124704,116013.42816954239,4686.523741804422
