species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Coho,2024,Hatchery Clip,1486,1157,1818,1498.4806826706676,183.7333459507019
Coho,2024,Hatchery No-Clip,1136,908,1418,1145.435858964741,138.45404649472897
Coho,2024,Natural,10391,8930,12168,10460.614403600901,872.6438652469533
Coho,2024,Total,13022.5,11178,15169,13105.138034508627,1089.1847445186254
