species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Steelhead,2019,Hatchery Clip,41065.5,38940,43400,41074.00975,1096.733574888865
Steelhead,2019,Hatchery No-Clip,3868,3388,4486,3896.657,285.3049878376143
Steelhead,2019,Natural,8727,8057,9580,8746.96775,391.52688673409955
Steelhead,2019,Total,53694.5,50900,56326,53718.329,1312.8864173816546
