species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Chinook,2013,Hatchery Clip,45213.5,42394,47328,45155.01775,1213.848693865029
Chinook,2013,Hatchery No-Clip,6369.5,5796,6977,6392.0525,300.980244402569
Chinook,2013,Natural,19526.5,18409,20725,19529.4345,601.1028925080925
Chinook,2013,Total,71138,67735,74332,71077.23375,1592.6853016928658
