species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Steelhead,2024,Hatchery Clip,48795.5,44953,51988,48699.21980495124,1804.5677642249188
Steelhead,2024,Hatchery No-Clip,3973,3574,4374,3975.610465116279,205.7270730251867
Steelhead,2024,Natural,14908,13891,15944,14899.642910727682,534.6373779363964
Steelhead,2024,Total,67697,62594,71825,67575.24681170292,2362.298179215529
