species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Chinook,2011,Hatchery Clip,96512,90204,101161,96141.29613653413,2811.8738478765795
Chinook,2011,Hatchery No-Clip,5193.5,4679,5696,5194.056076519129,261.91716234561653
Chinook,2011,Natural,25333,23548,26764,25284.834021005252,818.9540581807552
Chinook,2011,Total,127106.5,119045,132857,126620.9647411853,3566.792891299725
