species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Steelhead,2013,Hatchery Clip,85056,78926,91877,85300.8557764441,3324.6766324829464
Steelhead,2013,Hatchery No-Clip,10299,9235,11525,10369.414666166542,626.2217453825785
Steelhead,2013,Natural,24938,23014,27042,25037.969429857465,1073.102757100359
Steelhead,2013,Total,120366,111925,129616,120708.66766691674,4618.598323806247
