species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Chinook,2016,Hatchery Clip,58637.5,55097,62471,58746.2865,1858.9952520796182
Chinook,2016,Hatchery No-Clip,7943,7403,8489,7953.957,282.6620324825246
Chinook,2016,Natural,17054,16005,18021,17085.86675,510.59446057534745
Chinook,2016,Total,83600,79205,88782,83786.819,2416.1756784154254
