species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Chinook,2025,Hatchery Clip,46867,43604,49791,46793.7259939985,1531.1206378190082
Chinook,2025,Hatchery No-Clip,4331,3974,4686,4328.762753188297,183.73928770292784
Chinook,2025,Natural,10192,9464,10845,10180.31864216054,346.9414393504758
Chinook,2025,Total,61440,57493,64959,61303.40753938485,1872.8125053147205
