species,spawn_yr,origin,estimate,lower95ci,upper95ci,mean,sd
Steelhead,2017,Hatchery Clip,80210.5,75546,84394,80135.14741185296,2294.684932335124
Steelhead,2017,Hatchery No-Clip,8057,7387,8676,8061.225243810953,329.4457367022459
Steelhead,2017,Natural,15379,14451,16311,15368.723555888972,474.49687252251573
Steelhead,2017,Total,103692.5,97680,108684,103565.64872468117,2834.0469028418147
